aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26290-62,"대승하이아트",남구,우암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.0,38.4,45.3,50.5,44.8,44.8,45.7,44.6
26290-105,"대연로얄",남구,대연동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,46.0,,,,
26290-150,"도남하이츠",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,57.1,68.6,41.6,46.0,53.4,54.1,52.4,54.0
26290-197,"삼원그린(1733-10)",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,65.1,78.4,45.5,47.8,59.2,60.2,57.8,60.0
26290-218,"분포맨션",남구,용호동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,24.9,65.1,61.1,16.8,42.0,40.1,37.3,42.2
26290-2261,"디어하임B",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,57.5,52.4,76.8,67.2,63.5,62.5,63.8,63.0
26290-2685,"더샵시티",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.9,68.1,67.5,61.6,64.0,63.6,63.4,63.9
26290-216,"부림1차",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,36.4,,,,
26290-313,"태창맨션",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.6,62.6,70.6,21.2,44.3,41.9,39.7,44.2
26290-275,"리버빌",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.3,64.4,62.7,37.4,58.0,58.2,55.4,58.9
26290-2786,"정상리치스",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.9,66.9,60.1,66.6,55.4,53.8,55.7,54.3
26290-265,"한림맨션",남구,감만동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.6,24.8,58.4,23.1,33.7,32.2,31.9,33.6
26290-229,"목련5차",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,18.6,67.0,56.3,24.4,41.6,39.7,37.9,41.5
26290-2,"대연그린(281-52)",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.4,37.3,51.3,38.3,38.3,37.1,37.7,37.8
26290-71,"광원문현맨션",남구,문현동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,28.0,,,,
26290-270,"삼화",남구,감만동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.5,11.4,63.4,19.7,30.3,28.4,28.5,30.0
26290-87,"문현2차현대",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.9,27.5,63.1,56.9,47.8,46.9,49.0,47.1
26290-43,"화신골든맨션",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,48.2,36.8,38.4,41.1,41.4,40.6,41.4
26290-199,"보람빌라2차",남구,대연동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,46.0,,,,
26290-1954,"대연동에스케이뷰201동",남구,대연동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,57.0,,,,
26290-260,"보광맨션",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.9,73.0,41.6,23.7,49.3,50.1,45.9,50.6
26290-64,"상경전원",남구,우암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.9,32.3,70.2,36.8,47.0,46.0,45.6,47.0
26290-202,"뉴금양타워빌",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26290-160,"대영(967-1)",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,29.3,50.5,72.7,12.0,41.1,38.9,36.2,41.4
26290-192,"광이하이빌B동",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,62.4,76.5,44.5,47.8,57.8,58.7,56.5,58.6
26290-191,"광이하이빌A동",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,52.7,76.8,43.8,47.8,55.3,55.7,54.0,55.7
26290-272,"동경리치타운(1797-8)",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,62.2,53.8,77.6,53.2,61.7,60.9,60.5,61.7
26290-215,"부림(1802-8)",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,57.7,53.7,81.3,49.6,60.6,59.4,58.8,60.5
26290-114,"아침마을에이동",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,41.6,63.4,59.6,49.6,53.5,52.6,52.3,53.3
26290-223,"동림빌라(B)",남구,용호동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,0.75,,67.8,60.4,31.6,53.3,52.8,48.9,54.3
26290-135,"대호(877-6)",남구,대연동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,56.5,76.3,37.3,46.0,54.0,55.0,52.9,54.7
26290-227,"목련6차",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,15.0,61.1,63.1,25.2,41.1,38.7,37.4,40.8
26290-2343,"대성문문현퀸즈더블유101",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.9,70.5,68.8,48.3,63.4,63.3,61.3,63.9
26290-2682,"정상네이처빌5차",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.1,70.1,52.0,57.9,51.3,49.9,50.9,50.5
26290-13,"삼성맨션",남구,대연동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,22.1,,,,
26290-2399,"대성문문현2차퀸즈w",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.6,76.4,31.7,49.7,57.4,59.4,56.9,58.5
26290-251,"양산맨션",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.6,52.9,44.8,17.6,50.0,52.0,46.8,52.1
26290-156,"썬그린타워빌",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.3,71.1,29.7,35.5,48.9,50.4,47.4,50.0
26290-2408,"대성문문현3차퀸즈W",남구,문현동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.1,70.8,58.7,51.4,64.3,65.1,62.9,65.1
26290-196,"대륙빌라",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.7,77.9,46.5,24.6,53.4,54.4,49.7,55.0
26290-168,"명성빌리지",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.0,72.5,64.4,36.3,60.3,60.5,57.1,61.3
26290-152,"명성금강",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,71.6,36.6,34.2,50.8,52.0,48.8,51.9
26290-63,"동일",남구,우암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.6,34.7,68.0,44.1,44.1,42.2,43.4,43.3
26290-181,"대동하이츠빌",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26290-208,"송원아트빌",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26290-323,"로얄맨션",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.0,,,,
26290-2573,"엘리움",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,78.4,,,,
26290-133,"동경에이스",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,44.2,,,,
26290-2755,"대연백리명가에덴",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,90.0,,,,
26290-30,"동부타워",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,19.8,36.6,75.4,40.8,43.2,40.4,41.6,42.1
26290-2500,"오름캐슬",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,73.8,,,,
26290-228,"동부맨션",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,24.8,,,,
26290-193,"삼원파크",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26290-184,"대연힐타운",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,38.8,,,,
26290-148,"대성아파트",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,13.6,,,,
26290-164,"부마힐타워",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26290-130,"삼정그린타운",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26290-232,"동림상가타운",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,33.4,,,,
26290-110,"새한빌리지",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26290-7,"동남",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.4,35.9,47.2,38.4,36.5,35.4,36.2,36.0
26290-2522,"린다비스타",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,76.0,,,,
26290-167,"광이골드타워",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,46.0,,,,
26290-318,"가람빌리지",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,29.8,,,,
26290-212,"중앙(1781-80)",남구,대연동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.8,59.6,32.1,26.8,45.3,46.9,43.4,46.7
26290-155,"대왕골든빌리지",남구,대연동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,59.4,71.1,27.4,31.6,47.4,49.0,45.6,48.6
26290-120,"남경힐타운",남구,대연동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26290-326,"동산로즈맨션",남구,용호동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.6,,,,
26260-14,"새동래3",동래구,수안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.6,47.9,50.2,35.8,47.4,47.6,46.0,48.0
26260-61,"동래럭키",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.7,73.2,68.3,52.7,63.5,63.0,61.7,63.7
26260-1932,"동래퀸즈W",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.9,72.2,56.9,61.4,67.3,68.4,67.0,68.0
26260-2234,"동래래미안아이파크",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.6,73.9,67.6,87.6,72.7,72.4,74.4,72.0
26290-194,"장산파크빌",남구,대연동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,63.2,81.0,52.2,47.8,61.0,61.6,59.2,61.8
26290-269,"성도맨션",남구,감만동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,26.7,10.7,61.8,16.0,28.8,27.1,26.8,28.6
26290-236,"금호천지",남구,용호동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,5.8,47.0,70.5,26.4,37.4,34.2,34.2,36.6
26290-2640,"이정팰리스",남구,용호동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,25.2,70.1,59.8,83.2,59.6,57.8,61.4,57.9
26290-38,"엘지메트로시티1",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.1,65.8,57.7,72.2,55.7,54.2,56.8,54.4
26290-2724,"엘지메트로시티4-2(215~220동)",남구,용호동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.1,65.8,57.7,73.8,56.1,54.6,57.3,54.8
26260-2127,"충렬지음",동래구,안락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.8,59.8,64.9,65.1,66.9,67.5,67.2,67.2
26470-1040,"연산동한솔솔파크",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,21.9,61.9,58.7,55.3,49.4,47.6,48.9,48.5
26470-278,"삼익퓨쳐타워",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.4,51.8,47.1,61.0,60.6,62.3,61.7,61.3
26470-1410,"부산더샵시티애비뉴",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.3,76.6,48.1,71.8,69.7,71.4,70.7,70.3
26470-40,"쌍용",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.3,69.5,80.5,62.0,71.6,71.2,70.3,71.8
26470-1712,"e편한세상연산더퍼스트",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,78.1,57.5,81.0,69.4,69.5,70.7,69.0
26470-1908,"힐스테이트연산",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.7,28.9,34.7,85.8,47.5,47.8,52.9,46.1
26470-1920,"연산포레서희스타힐스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.2,44.3,71.1,84.3,59.7,58.1,62.4,58.1
26470-1587,"시청역비스타동원",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.4,78.3,38.2,83.9,70.7,72.9,73.3,71.0
26470-1551,"연제롯데캐슬데시앙",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.9,71.1,76.0,81.6,72.9,72.3,73.7,72.3
26470-996,"벽산이-메타폴리스",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.7,55.6,41.9,60.0,58.1,59.7,59.2,58.6
26470-107,"한양(2차)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,31.1,60.4,53.2,35.1,44.9,43.8,42.8,44.9
26470-1017,"온천천쌍용예가",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.7,53.8,45.0,61.3,51.5,51.5,52.6,51.1
26470-1501,"노블파크",연제구,거제동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,78.4,,,,
26470-1550,"거제센트럴자이",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.1,53.3,55.1,79.3,62.0,62.2,64.5,61.4
26470-1763,"쌍용더플래티넘거제아시아드",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.6,58.3,20.0,82.5,52.1,53.5,56.4,51.5
26470-251,"유림아시아드타워",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.3,37.8,43.4,57.6,52.3,53.6,54.0,52.6
26470-1914,"연제SKVIEWCentral",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.7,78.0,60.5,80.8,73.5,74.2,74.6,73.5
26470-1552,"연산더샵",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.2,66.3,52.5,81.7,65.9,66.4,68.1,65.5
26260-282,"현대그랜드빌라",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,64.9,53.6,25.4,51.2,51.5,47.8,52.3
26470-1481,"연산동일동미라주더스타",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.4,60.4,73.3,76.1,62.6,60.9,63.5,61.4
26470-242,"건용베르빌",연제구,연산동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26470-1005,"연산동현대홈타운",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.6,32.8,31.7,60.7,41.7,42.2,44.6,41.1
26470-1383,"더샵파크시티",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,33.8,56.6,55.6,81.5,56.9,55.8,59.4,55.4
26470-63,"동양(706-2)",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,71.3,81.4,70.1,17.6,60.1,60.2,54.3,61.8
26470-1296,"연산경동메르빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.0,64.3,54.2,72.7,63.8,64.3,65.2,63.7
26470-1438,"태광리치뷰",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.5,66.3,45.4,53.1,61.8,63.7,61.5,62.9
26470-1447,"성일이안시티",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.4,74.9,41.4,61.7,62.8,64.4,63.2,63.5
26470-1545,"어반힐즈",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.1,69.3,77.5,59.5,73.9,74.4,72.5,74.7
26260-1472,"명륜동SK-VIEW",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.1,67.6,38.6,60.8,55.0,55.8,55.8,55.1
26470-170,"청마",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,19.6,43.5,74.1,19.2,39.1,36.4,35.1,38.8
26470-279,"우성로얄",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.5,48.4,74.2,17.4,54.6,54.8,50.2,56.2
26470-1484,"웰메이드홈",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.1,65.1,69.3,59.6,64.0,63.7,63.2,64.0
26470-20,"부원",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.8,54.9,32.8,26.3,49.4,52.0,47.7,51.4
26470-1084,"아시아드푸르지오",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.4,57.4,26.5,72.1,58.8,61.5,61.9,59.4
26470-1460,"센텀리버SKVIEW",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.6,49.2,68.9,76.7,59.6,58.3,61.4,58.4
26470-26,"유림아시아드",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.3,55.2,79.0,69.8,64.6,63.4,64.9,63.9
26470-1032,"거제유림노르웨이숲",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.4,70.3,52.7,63.2,65.9,67.1,66.1,66.5
26470-41,"거제2차현대홈타운",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.7,70.6,76.1,66.8,72.8,72.9,72.2,73.1
26470-25,"우성",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.3,54.6,64.9,45.2,51.3,50.0,49.8,51.0
26470-1538,"시청역SKVIEW",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.7,77.2,62.3,76.5,69.4,69.4,70.1,69.1
26470-112,"현대(983-9)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,10.8,29.3,73.3,54.5,41.9,38.8,42.3,40.2
26470-3048,"레이카운티(2단지)",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.9,60.3,66.6,89.8,73.9,74.5,76.5,73.5
26470-4,"거제동롯데캐슬",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.5,53.7,55.9,60.2,56.1,56.0,56.6,55.9
26470-86,"연산엘지",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.0,62.0,60.3,66.7,54.0,52.3,54.6,52.8
26470-1066,"연산자이",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,31.1,54.6,59.8,78.8,56.1,54.6,58.2,54.6
26470-1258,"온천천2차동원로얄듀크",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.4,52.6,54.2,57.7,51.5,50.8,51.9,51.0
26470-1374,"부산센텀푸르지오",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.9,47.6,71.1,73.7,57.4,55.6,58.8,56.0
26470-16,"동원타워",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.9,61.2,36.8,53.0,53.7,55.1,54.1,54.3
26470-9,"대우",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.9,55.9,32.5,46.2,49.4,50.9,49.6,50.1
26470-1013,"동원베네스트",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,33.7,55.2,53.4,53.8,49.0,48.0,49.0,48.4
26470-1014,"에스케이뷰",연제구,연산동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,68.2,81.4,44.3,55.0,62.2,63.4,61.4,63.0
26470-1490,"월드파크4",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.0,54.3,66.5,63.2,55.5,54.1,55.8,54.6
26470-1503,"엘리시움",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.6,81.7,42.5,53.6,63.1,64.7,62.2,64.1
26470-1521,"태영아너스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.4,50.7,61.0,56.6,59.9,60.4,60.0,60.3
26470-156,"청마마이우스",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.3,50.6,43.6,51.7,55.0,56.6,55.5,55.8
26470-180,"영일아트빌",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.5,63.3,71.1,33.4,48.6,46.3,45.2,48.3
26470-199,"삼원",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.7,80.9,43.2,23.2,51.2,52.0,47.4,52.7
26260-183,"명장일양타운",동래구,명장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.4,42.8,83.1,40.0,52.5,50.6,50.2,52.3
26470-1027,"센텀수영강푸르지오",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,32.7,58.5,75.0,63.5,57.4,55.3,57.1,56.3
26470-77,"연산삼성타워맨션",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.9,54.5,74.3,38.2,55.9,55.1,53.3,56.3
26470-81,"선경",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,37.9,58.3,52.7,56.4,51.3,50.6,51.4,50.8
26470-1000,"거제동월드메르디앙",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.4,54.9,40.5,73.2,58.3,59.4,60.8,58.1
26470-105,"한성기린",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.5,76.9,66.2,52.1,60.4,59.5,58.5,60.4
26470-1476,"브라운스톤연제2단지",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.4,69.4,51.9,66.8,61.6,61.9,62.2,61.5
26470-96,"주공",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.9,58.8,55.0,48.8,46.4,44.8,45.6,45.6
26470-10,"대우그린",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.9,38.5,29.4,45.0,40.2,41.1,41.3,40.4
26470-42,"경남",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,31.7,64.7,69.1,49.1,53.7,51.8,51.9,53.1
26470-1507,"아이유파크(IU-PARK)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.2,61.8,53.3,66.4,60.4,60.8,61.3,60.3
26470-56,"동덕현대",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.4,50.7,70.4,53.8,58.1,57.4,57.4,58.0
26470-106,"한양(1차)",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,34.5,61.2,55.8,45.2,49.2,48.1,47.8,48.9
26260-2095,"동백그린숲",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.0,76.2,39.6,58.3,59.5,60.7,59.6,60.1
26470-999,"거제동2차동원로얄듀크",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.4,50.9,62.4,61.2,54.0,52.9,54.4,53.3
26470-22,"거제아시아드삼정그린코아",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.0,48.5,41.9,58.3,50.4,51.0,51.7,50.3
26470-1535,"시청스마트더블유",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.2,64.9,59.2,67.6,65.2,65.7,65.8,65.3
26470-250,"거제동3차동원로얄듀크",연제구,거제동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.7,62.3,78.3,47.2,62.4,61.5,60.1,62.6
26470-51,"대우",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,21.5,54.0,52.5,55.5,45.9,44.4,46.1,44.9
26470-1385,"드리머스",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.7,83.6,83.1,53.8,69.3,68.0,66.4,69.4
26470-1454,"시청역퀸즈W",연제구,연산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.5,71.2,38.1,65.8,59.7,60.9,60.8,59.9
