aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26230-113,"삼우",26230,가야동,48,48,58.17,57.80
26230-8,"대동파크",26230,전포동,24,24,22.35,21.66
26230-21,"화신",26230,전포동,32,32,25.25,24.63
26230-2628,"개금미네스트",26230,개금동,63,62,64.32,64.18
26350-140,"화목데파트",26350,좌동,68,68,81.65,81.91
26230-35,"한신타워",26230,연지동,44,46,28.33,33.64
26230-2462,"양정역퀸즈팰리스",26230,양정동,54,54,55.49,55.52
26230-98,"태우선파크",26230,당감동,46,47,32.12,33.26
26230-2571,"골든팰리스더리치",26230,범천동,58,58,65.73,66.23
26230-2359,"한울트라움아파트",26230,당감동,51,51,36.22,37.42
26230-132,"성도빌라",26230,개금동,30,30,23.17,22.94
26230-73,"미주",26230,부암동,41,42,33.13,34.27
26230-2630,"서면아이파크2단지",26230,전포동,42,42,35.04,35.71
26230-2399,"세원수아파트",26230,당감동,57,57,74.46,74.77
26230-150,"로얄",26230,범천동,24,24,12.52,12.65
26230-121,"진일",26230,가야동,45,44,43.99,43.59
26230-1642,"개금주공3단지(518-0)",26230,당감동,47,48,40.09,42.19
26230-90,"무궁화(108-116동)",26230,당감동,49,50,23.93,25.72
26230-2407,"스윗팰리스",26230,연지동,45,47,68.06,72.12
26260-2098,"포레나동래",26260,낙민동,59,59,81.39,81.37
26350-2134,"더샵센텀스타",26350,재송동,60,60,75.29,75.67
26350-22,"센텀현대",26350,우동,49,50,56.54,54.27
26350-2257,"해운대래미안",26350,중동,68,66,54.77,51.46
26350-2120,"대우트럼프월드마린",26350,우동,43,44,21.22,23.07
26350-164,"센텀SKVIEW아파트",26350,반여동,67,65,60.54,59.49
26350-5,"대우마리나1",26350,우동,55,,56.49,
26350-159,"센텀자유",26350,반여동,42,39,39.51,38.44
26350-2118,"센텀우신골든빌",26350,재송동,48,48,40.46,40.10
26350-2372,"해운대센텀트루엘1단지",26350,반여동,50,47,46.61,45.79
26350-26,"협성그린파크",26350,우동,20,,10.04,
26350-274,"삼안스튜디오2000",26350,중동,29,26,26.46,23.81
26350-28,"센텀글로리아",26350,재송동,27,26,21.72,20.77
26350-2206,"해운대경동제이드",26350,우동,54,53,51.44,46.88
26350-51,"재송동코오롱",26350,재송동,27,26,17.16,16.05
26350-142,"경동지-플러스",26350,좌동,72,73,79.76,81.11
26350-30,"남성선파크",26350,재송동,41,40,28.63,28.22
26350-162,"센텀SD",26350,반여동,48,,80.84,
26350-47,"센텀골든파크",26350,재송동,27,,11.11,
26350-113,"대림3",26350,좌동,43,44,46.23,48.04
26350-266,"삼안스튜디오2차",26350,중동,26,,30.53,
26350-2377,"럭키골든스위트",26350,중동,65,63,64.78,62.46
26350-2334,"센텀경동리인",26350,우동,50,50,60.70,59.07
26350-24,"현대",26350,우동,43,,51.18,
26350-2335,"해운대경보이리스힐아파트",26350,송정동,30,31,13.99,15.51
26230-2155,"가야동원로얄듀크",26230,가야동,54,54,67.41,67.36
26350-2378,"엘시티",26350,중동,53,50,36.56,30.54
26440-26,"지사금강펜테리움",26440,지사동,37,36,40.83,41.42
26440-22,"엘크루블루오션",26440,명지동,55,55,48.34,48.34
26440-125,"더샵명지퍼스트월드3단지",26440,명지동,47,47,46.05,46.05
26440-82,"명지국제신도시호반베르디움2차",26440,명지동,58,58,53.95,53.95
26440-123,"더샵명지퍼스트월드2단지",26440,명지동,47,47,46.88,46.88
26440-76,"명지협성휴포레",26440,명지동,44,44,45.02,45.02
26440-47,"명지1차 금강펜테리움 센트럴파크",26440,명지동,53,53,50.83,50.83
26440-23,"명지두산위브포세이돈",26440,명지동,56,56,60.38,60.38
26440-56,"명지국제신도시호반베르디움1차",26440,명지동,60,60,54.15,54.15
26440-18,"퀸덤1차링컨타운",26440,명지동,42,42,60.18,60.18
26440-59,"명지2차금강펜테리움센트럴파크",26440,명지동,49,49,47.72,47.72
26440-111,"e편한세상명지",26440,명지동,43,43,45.85,45.85
26440-109,"더힐시그니처",26440,명지동,67,67,56.44,56.44
26440-90,"지사과학삼정그린코아",26440,지사동,33,32,34.27,34.91
26350-3,"공작맨션",26350,우동,49,,64.72,
26230-119,"가야일산주택",26230,가야동,43,43,33.23,33.25
26230-149,"대원아파트",26230,범천동,58,58,60.72,60.76
26230-5,"동원",26230,범전동,26,47,9.02,46.42
26230-4549,"시민공원비스타동원",26230,부암동,45,45,25.13,25.45
26230-2865,"서면서한이다음",26230,범천동,35,35,15.61,16.03
26230-215,"HY원룸",26230,부전동,47,46,53.48,53.59
26230-1632,"금수하이빌",26230,가야동,43,,40.51,
26230-2206,"범내골역한라비발디STUDIO422",26230,범천동,54,54,52.23,52.77
26230-2580,"대동레미안센트럴시티5",26230,범천동,62,,67.28,
26230-100,"태화현대2",26230,당감동,44,46,50.50,53.04
26440-72,"명진파크뷰",26440,지사동,37,36,55.61,55.82
26440-95,"유나베네스2차",26440,녹산동,31,30,33.76,34.35
26440-61,"명지대방노블랜드오션뷰2차",26440,명지동,57,57,48.75,48.75
26440-102,"부산명지중흥S-클래스에듀오션",26440,명지동,64,64,53.53,53.53
26440-108,"스위트팰리스",26440,명지동,42,42,45.85,45.85
26440-45,"에일린의 뜰",26440,명지동,55,55,46.68,46.68
26440-77,"부산명지중흥S-클래스프라디움",26440,명지동,64,64,52.91,52.91
26440-17,"퀸덤1차에디슨타운",26440,명지동,46,46,58.93,58.93
26440-37,"엘크루솔마레",26440,명지동,35,35,37.54,37.54
26440-33,"명지오션시티한신휴플러스",26440,명지동,41,41,37.75,37.75
26440-15,"극동스타클래스",26440,명지동,48,48,44.18,44.18
26440-32,"명지오션시티삼정그린코아",26440,명지동,43,43,53.95,53.95
26440-16,"롯데캐슬",26440,명지동,54,54,56.02,56.02
26440-58,"명지대방노블랜드오션뷰1차",26440,명지동,59,59,43.15,43.15
26440-14,"부산신호윌더하임",26440,신호동,34,33,55.68,56.30
26440-150,"에코델타스마트시티수자인",26440,강동동,41,,44.17,
26440-19,"퀸덤1차아인슈타인타운",26440,명지동,52,52,43.35,43.35
26440-31,"부산신호사랑으로부영2차",26440,신호동,43,43,52.40,53.18
26440-120,"명지화전우방아이유쉘",26440,화전동,39,38,51.50,51.80
26440-94,"유나베네스1차",26440,녹산동,35,34,37.61,38.09
26440-96,"태원더블루원",26440,대저1동,56,,85.19,
26440-316,"강서자이에코델타",26440,강동동,47,,39.41,
26440-147,"에코델타호반써밋스마트시티",26440,강동동,,,,
26440-128,"공항마을리베르하임주상복합",26440,대저2동,48,47,67.81,68.28
26440-27,"부산신호사랑으로부영1차",26440,신호동,37,36,47.77,48.62
26440-112,"우창더뷰",26440,대저1동,50,49,79.21,80.01
26110-9,"새들맨션",26110,대청동4가,51,53,50.00,49.35
26110-42,"흥아거북",26110,영주동,62,62,61.81,61.90
26110-32,"동아(92-0)",26110,영주동,51,51,52.71,52.10
26110-16,"노블레스힐",26110,보수동2가,56,,86.56,
26110-775,"우남이채롬",26110,영주동,61,,52.66,
26110-38,"은하아파트",26110,영주동,37,36,46.13,45.20
26110-11,"시영",26110,보수동1가,41,,53.60,
26110-950,"서린엘마르센트로뷰",26110,중앙동4가,54,,71.72,
26110-840,"예그린",26110,부평동4가,40,,39.71,
26110-15,"흑교",26110,보수동2가,30,,11.47,
26110-4,"대동맨션",26110,동광동5가,42,,53.44,
26110-904,"미소지음주상복합",26110,보수동1가,65,58,56.08,32.34
26110-65,"경우빌라",26110,대청동4가,44,37,48.39,33.85
26110-40,"초원",26110,영주동,46,47,52.86,53.90
26110-939,"선경에이스",26110,보수동3가,45,45,27.05,27.05
26110-901,"부평파크",26110,부평동4가,60,58,72.44,73.13
26110-947,"목연정M팰리스",26110,부평동4가,65,66,37.18,39.65
26110-893,"보수2차봄여름가을겨울",26110,보수동2가,63,63,68.48,67.36
26110-48,"그린빌",26110,보수동1가,55,49,39.20,23.26
26110-33,"동주파크",26110,영주동,34,34,32.68,32.30
26110-888,"미소지움아파트",26110,영주동,73,74,70.63,72.10
26110-51,"대근하버빌타운",26110,부평동4가,43,39,42.74,44.51
26110-943,"보수에코팰리스",26110,보수동3가,47,47,43.25,43.25
26110-781,"대암보수맨션",26110,보수동1가,48,49,64.63,55.84
26110-942,"엘스퀘어",26110,중앙동4가,41,42,53.42,54.14
26110-29,"신생",26110,신창동2가,45,46,52.32,53.51
26110-843,"보수동한웅베어스",26110,보수동2가,57,54,62.73,55.79
26110-905,"부평부백자연애",26110,부평동4가,58,55,67.38,65.03
26110-837,"그린시티",26110,대청동2가,58,59,58.50,61.45
26110-24,"부평",26110,부평동2가,56,57,65.98,69.01
26170-41,"아름빌106동",26170,범일동,39,,36.20,
26110-945,"센텀엘카사",26110,보수동2가,51,,34.22,
26110-27,"향원부평타워",26110,부평동4가,37,,62.99,
26110-780,"동호이루마시티",26110,대청동4가,62,,78.93,
26110-49,"목연정빌라",26110,부평동4가,48,,41.22,
26110-23,"금성",26110,부평동2가,58,,83.75,
26110-770,"청운아파트1동",26110,영주동,39,,38.02,
26110-28,"용두산맨션",26110,신창동1가,46,,46.58,
26110-25,"월드밸리",26110,부평동2가,54,,61.64,
26110-5,"동광",26110,동광동5가,39,,49.42,
26170-827,"범양레우스센트럴베이",26170,초량동,71,72,88.51,89.66
26170-628,"두산위브범일뉴타운",26170,좌천동,47,47,49.71,49.64
26170-12,"한성아트빌",26170,초량동,52,,66.98,
26170-809,"오션브릿지",26170,범일동,53,51,34.84,31.64
26170-860,"두산위브더제니스하버시티",26170,범일동,50,50,31.51,30.09
26170-675,"진흥마제스타워범일",26170,범일동,67,68,85.79,88.01
26170-841,"부산항일동미라주더오션(1지구)",26170,좌천동,54,55,59.78,63.89
26170-825,"e편한세상부산항",26170,초량동,61,63,57.89,59.20
26170-826,"협성휴포레부산진역오션뷰",26170,수정동,61,60,72.32,71.82
26170-813,"좌천서린엘마르더뷰",26170,좌천동,33,33,18.15,17.50
26170-641,"두산위브포세이돈2",26170,범일동,37,,28.52,
26110-30,"금호",26110,영주동,51,50,46.96,44.90
26110-2,"부원",26110,대창동1가,43,44,61.26,63.11
26170-10,"화신1",26170,초량동,32,32,21.52,20.32
26170-38,"한성기린",26170,범일동,59,61,73.89,76.40
26170-802,"센텀동원2차",26170,초량동,62,63,77.12,77.18
26170-815,"지원더뷰오션1차",26170,초량동,46,46,45.24,45.19
26170-807,"린다스마트포레",26170,좌천동,60,60,72.90,72.28
26170-781,"오름CASTLE",26170,수정동,64,62,62.85,62.98
26170-3,"동일파크",26170,초량동,37,38,35.40,35.39
26170-834,"초량베스티움센트럴베이",26170,초량동,54,55,35.78,35.21
26170-53,"배룡그린빌라",26170,초량동,54,,53.93,
26170-26,"아르미나아파트",26170,수정동,34,34,25.21,24.79
26170-31,"동원드림타운",26170,좌천동,55,57,43.93,44.22
26170-625,"청명골드타워",26170,초량동,49,,40.91,
26170-42,"아름빌107동",26170,범일동,39,,34.75,
26170-8,"초량마마맨션",26170,초량동,41,42,26.90,26.11
26170-21,"덕림아파트",26170,수정동,47,47,51.95,53.78
26170-24,"수성아파트(440-0)",26170,수정동,41,41,34.00,34.28
26170-789,"범일역이즈팰리스",26170,범일동,47,46,68.04,65.84
26170-54,"썬플라워빌",26170,초량동,58,,62.65,
26170-618,"좌천시민(741-1)",26170,좌천동,37,37,25.77,23.65
26170-7,"전원파크맨션아파트",26170,초량동,38,,35.59,
26170-77,"좌천시민(737-1)",26170,좌천동,41,42,34.41,34.06
26170-85,"아름빌102동",26170,범일동,38,37,33.63,35.15
26170-9,"초원",26170,초량동,46,47,58.49,55.81
26170-793,"베스안하우스2차",26170,수정동,55,54,48.42,47.37
26170-801,"오션스타",26170,초량동,54,55,46.84,46.83
26170-864,"북항에코하임센트럴뷰",26170,수정동,65,64,60.76,60.52
26170-805,"금초파크",26170,범일동,44,43,40.70,40.36
26170-824,"지원더뷰오션2차",26170,초량동,45,45,38.33,38.03
26170-62,"영림",26170,초량동,38,40,36.81,36.97
26170-629,"예그린",26170,초량동,52,52,39.17,40.03
26170-731,"봄여름가을겨울",26170,범일동,55,54,71.55,69.52
26170-46,"한사랑빌라트",26170,초량동,45,47,36.47,38.79
26170-780,"남평N-CITY",26170,초량동,37,37,33.63,33.82
26170-799,"장원하이드파크",26170,초량동,44,45,40.53,41.38
26170-33,"제일",26170,좌천동,43,45,30.05,28.92
26170-822,"대영아르피나",26170,초량동,68,,54.31,
26170-29,"협성파크",26170,수정동,35,35,33.41,33.55
26170-69,"대근아트빌라(355-1)",26170,수정동,42,41,49.99,49.19
26170-769,"베스안하우스",26170,수정동,64,63,78.58,78.27
26170-836,"부산역삼정그린코아더시티",26170,초량동,62,,50.87,
26170-67,"배룡비치텔",26170,초량동,53,54,40.54,41.73
26170-28,"청광",26170,수정동,47,,48.88,
26170-577,"노블시티",26170,좌천동,54,,34.09,
26170-88,"수정동하이츠빌리지",26170,수정동,56,,65.25,
26170-837,"범일역삼정그린코아더시티",26170,범일동,63,,69.75,
26170-674,"금광팰리스",26170,초량동,51,,32.89,
26170-6,"신우",26170,초량동,46,,61.89,
26170-741,"퍼스트빌",26170,범일동,61,,71.74,
26170-83,"성지하나로",26170,범일동,36,,27.23,
26170-60,"체어빌골드",26170,초량동,34,,27.11,
26170-72,"양지빌라",26170,수정동,52,,42.53,
26170-43,"KCB센트리움",26170,초량동,46,,64.69,
26170-36,"삼익",26170,범일동,49,,72.19,
26170-17,"늘푸른포스트빌",26170,초량동,61,,56.53,
26170-55,"썬리치",26170,초량동,57,,54.77,
26200-768,"영도센트럴에일린의뜰",26200,봉래동4가,54,54,36.06,36.76
26200-597,"한일유앤아이",26200,청학동,53,52,50.00,50.00
26200-41,"미주비치",26200,청학동,54,54,60.26,59.90
26170-633,"수정(1186-1)",26170,수정동,36,35,38.29,38.83
26170-58,"하이츠빌리지-1",26170,초량동,38,39,38.03,37.62
26170-631,"수정(1181-4)",26170,수정동,43,49,51.24,53.01
26170-16,"유승아트(110-41)",26170,초량동,44,49,46.26,48.36
26170-630,"수정(1173-3)",26170,수정동,46,53,48.93,50.19
26170-52,"대근아트빌라(106-11)",26170,초량동,50,55,55.16,56.96
26170-857,"범일퀸즈W에디션",26170,범일동,53,53,42.18,43.72
26170-710,"한울시너스",26170,초량동,61,62,57.85,58.89
26200-96,"진명드림빌",26200,남항동2가,46,47,42.55,43.27
26170-752,"센텀타워",26170,좌천동,63,64,81.98,83.72
26170-808,"범일동서면영동리원",26170,범일동,47,45,39.12,36.37
26200-772,"부산오션시티푸르지오",26200,동삼동,46,47,36.50,36.50
26200-16,"반도보라",26200,영선동4가,60,48,50.00,35.07
26200-49,"한라비치",26200,청학동,52,52,52.97,53.00
26200-601,"신영도롯데낙천대",26200,청학동,56,55,55.40,54.50
26200-126,"원우엔리치빌",26200,청학동,49,49,51.35,50.90
26200-1220,"오션라이프에일린의뜰1단지",26200,동삼동,47,47,47.79,48.09
26200-53,"경전",26200,동삼동,51,51,43.00,43.48
26200-1221,"오션라이프에일린의뜰2단지",26200,동삼동,49,49,46.69,47.23
26200-54,"국제마마뉴비치타운",26200,동삼동,55,55,45.21,45.19
26200-47,"청운",26200,청학동,50,49,51.76,51.35
26200-17,"영도대원",26200,영선동4가,50,42,50.00,41.85
26200-80,"함지그린",26200,동삼동,41,41,44.85,45.06
26200-622,"영도신도브래뉴",26200,청학동,58,58,49.73,49.40
26200-76,"조양비취맨션",26200,동삼동,50,50,44.60,45.19
26200-57,"동산파크타운",26200,동삼동,55,,57.00,
26200-8,"남항화랑맨션",26200,남항동3가,39,39,35.27,35.76
26200-734,"롯데캐슬블루오션",26200,동삼동,63,63,47.91,48.16
26200-112,"동삼그린힐",26200,동삼동,49,49,57.49,57.44
26200-595,"절영아파트(215동-217동)",26200,동삼동,56,56,56.81,56.78
26200-60,"벽산비치",26200,동삼동,65,65,49.39,49.54
26200-698,"영도일동미라주브라이튼(2단지)",26200,동삼동,53,54,48.77,49.28
26200-116,"동부산아이존빌",26200,영선동2가,66,66,47.61,47.92
26200-18,"영선2동4동",26200,영선동4가,52,,50.00,
26200-774,"청학우성스마트시티뷰",26200,청학동,55,55,45.68,45.80
26200-721,"남항부백자연애",26200,남항동1가,42,42,16.70,16.70
26200-26,"미광마린타워",26200,봉래동2가,62,62,72.23,73.03
26200-75,"절영아파트(208동-214동)",26200,동삼동,56,57,58.04,58.03
26200-71,"에덴금호",26200,동삼동,44,44,52.76,52.77
26200-6,"영도화랑",26200,남항동3가,38,38,33.33,33.83
26200-79,"태종파크맨션(227-233)",26200,동삼동,52,52,50.00,50.00
26200-59,"반도보라비치타운",26200,동삼동,40,41,54.42,54.54
26200-39,"대룡파크맨션",26200,청학동,47,47,41.36,40.70
26200-34,"영도유림",26200,봉래동4가,40,41,37.75,38.61
26200-699,"영도일동미라주브라이튼(1단지)",26200,동삼동,54,54,54.73,54.87
26200-5,"남항무궁화맨션",26200,남항동3가,38,38,33.33,33.78
26200-22,"영광그린",26200,신선동2가,38,38,45.52,46.33
26200-25,"대교타운",26200,봉래동1가,60,60,68.16,68.80
26200-24,"영광골든타워",26200,봉래동1가,55,55,85.79,86.47
26200-58,"동삼절영3",26200,동삼동,60,60,57.36,57.70
26200-737,"영도경동리인",26200,동삼동,43,44,38.59,38.74
26200-117,"동삼동한진로즈힐",26200,동삼동,58,58,58.96,58.63
26200-46,"일신마리나",26200,청학동,51,51,58.64,58.10
26200-596,"유림노르웨이숲비치",26200,동삼동,45,45,52.21,52.17
26200-65,"삼창파크타운3차",26200,동삼동,60,60,55.65,55.86
26200-78,"태림",26200,동삼동,56,56,50.00,50.00
26200-707,"오션블루",26200,봉래동2가,69,69,84.55,84.66
26200-101,"동진",26200,봉래동2가,53,53,71.69,72.13
26200-739,"정림위더스하임",26200,남항동1가,51,51,77.96,77.96
26200-760,"힐링파크",26200,영선동2가,57,58,55.36,55.30
26200-750,"대성베른시티1동",26200,동삼동,50,50,49.75,49.93
26200-124,"영선1동",26200,영선동4가,59,,50.00,
26200-73,"유나맨션",26200,동삼동,52,52,44.11,44.14
26200-600,"모닝아일랜드",26200,대교동2가,69,,79.78,
26200-55,"도시",26200,동삼동,45,45,52.21,52.44
26200-67,"삼창파크타운5동6동",26200,동삼동,57,57,56.38,56.65
26200-1,"대동대교맨션",26200,대평동1가,56,57,82.29,83.33
26200-42,"삼창",26200,청학동,39,,40.55,
26200-66,"삼창파크타운1동2동",26200,동삼동,50,50,57.98,58.36
26200-62,"동삼동삼창그린타운(679-1)",26200,동삼동,39,39,41.78,42.16
26200-68,"삼한경희",26200,동삼동,49,49,45.64,45.92
26200-50,"화신",26200,청학동,51,51,43.79,43.70
