aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26230-2290,"서면유림노르웨이숲",부산진구,11-20,300-499,KNOWN,72.8,68.9
26230-1905,"블루스카이",부산진구,11-20,<100,KNOWN,49.0,44.1
26230-50,"창신그린힐",부산진구,21-30,100-299,KNOWN,45.7,41.3
26230-117,"유림",부산진구,21-30,unknown,MISSING,48.5,37.0
26230-1700,"가야케이티이편한세상",부산진구,11-20,100-299,KNOWN,64.4,64.9
26230-113,"삼우",부산진구,31+,unknown,MISSING,44.3,16.0
26230-8,"대동파크",부산진구,21-30,100-299,KNOWN,43.3,44.0
26230-21,"화신",부산진구,31+,100-299,MISSING,38.9,46.9
26230-2628,"개금미네스트",부산진구,0-10,<100,MISSING,65.0,59.5
26350-140,"화목데파트",해운대구,21-30,100-299,MISSING,67.5,44.1
26230-35,"한신타워",부산진구,31+,300-499,MISSING,52.1,50.5
26230-2462,"양정역퀸즈팰리스",부산진구,0-10,100-299,KNOWN,68.8,68.3
26230-98,"태우선파크",부산진구,31+,100-299,MISSING,49.2,45.6
26230-2571,"골든팰리스더리치",부산진구,0-10,100-299,KNOWN,68.9,64.2
26230-2359,"한울트라움아파트",부산진구,11-20,<100,KNOWN,56.2,54.5
26230-132,"성도빌라",부산진구,31+,<100,MISSING,41.9,25.8
26230-73,"미주",부산진구,31+,100-299,MISSING,44.1,37.8
26230-2630,"서면아이파크2단지",부산진구,0-10,100-299,KNOWN,63.0,73.3
26230-2399,"세원수아파트",부산진구,0-10,<100,MISSING,59.5,55.3
26230-150,"로얄",부산진구,31+,100-299,MISSING,40.7,33.3
26230-121,"진일",부산진구,31+,<100,MISSING,47.1,22.2
26230-1642,"개금주공3단지(518-0)",부산진구,31+,100-299,MISSING,51.0,43.1
26230-90,"무궁화(108-116동)",부산진구,31+,100-299,MISSING,49.8,40.0
26230-2407,"스윗팰리스",부산진구,0-10,<100,MISSING,43.4,55.5
26260-2098,"포레나동래",동래구,0-10,500-999,KNOWN,66.2,80.2
26350-2134,"더샵센텀스타",해운대구,11-20,500-999,KNOWN,66.3,73.5
26350-22,"센텀현대",해운대구,21-30,300-499,KNOWN,51.8,58.1
26350-2257,"해운대래미안",해운대구,11-20,500-999,KNOWN,61.1,78.2
26350-2120,"대우트럼프월드마린",해운대구,11-20,100-299,KNOWN,48.8,64.3
26350-164,"센텀SKVIEW아파트",해운대구,21-30,1000+,KNOWN,61.1,67.9
26350-159,"센텀자유",해운대구,21-30,100-299,KNOWN,46.0,45.1
26350-2118,"센텀우신골든빌",해운대구,11-20,500-999,KNOWN,61.1,65.8
26350-2372,"해운대센텀트루엘1단지",해운대구,0-10,300-499,KNOWN,53.4,74.1
26350-274,"삼안스튜디오2000",해운대구,31+,<100,MISSING,30.5,34.9
26350-28,"센텀글로리아",해운대구,31+,<100,MISSING,38.4,25.4
26350-2206,"해운대경동제이드",해운대구,11-20,100-299,KNOWN,53.5,70.5
26350-51,"재송동코오롱",해운대구,31+,<100,MISSING,40.0,29.0
26350-142,"경동지-플러스",해운대구,21-30,unknown,MISSING,69.0,47.8
26350-30,"남성선파크",해운대구,31+,<100,MISSING,49.6,33.0
26350-113,"대림3",해운대구,21-30,<100,MISSING,57.2,35.3
26350-2377,"럭키골든스위트",해운대구,0-10,100-299,MISSING,66.2,65.2
26350-2334,"센텀경동리인",해운대구,0-10,100-299,KNOWN,55.4,70.0
26350-2335,"해운대경보이리스힐아파트",해운대구,0-10,100-299,KNOWN,27.0,69.9
26230-2155,"가야동원로얄듀크",부산진구,11-20,100-299,KNOWN,58.4,65.7
26350-2378,"엘시티",해운대구,0-10,500-999,KNOWN,55.0,86.5
26440-26,"지사금강펜테리움",강서구,11-20,1000+,KNOWN,50.0,74.7
26440-22,"엘크루블루오션",강서구,11-20,1000+,KNOWN,55.9,80.2
26440-125,"더샵명지퍼스트월드3단지",강서구,0-10,1000+,KNOWN,42.5,87.5
26440-82,"명지국제신도시호반베르디움2차",강서구,0-10,500-999,KNOWN,56.9,77.7
26440-123,"더샵명지퍼스트월드2단지",강서구,0-10,1000+,KNOWN,44.8,87.4
26440-76,"명지협성휴포레",강서구,0-10,1000+,KNOWN,51.4,79.1
26440-47,"명지1차 금강펜테리움 센트럴파크",강서구,11-20,500-999,KNOWN,53.9,76.6
26440-23,"명지두산위브포세이돈",강서구,11-20,1000+,KNOWN,58.0,76.9
26440-56,"명지국제신도시호반베르디움1차",강서구,0-10,500-999,KNOWN,60.3,76.1
26440-18,"퀸덤1차링컨타운",강서구,11-20,1000+,KNOWN,53.3,75.4
26440-59,"명지2차금강펜테리움센트럴파크",강서구,0-10,500-999,KNOWN,51.5,76.2
26440-111,"e편한세상명지",강서구,0-10,300-499,KNOWN,48.3,79.9
26440-109,"더힐시그니처",강서구,0-10,1000+,KNOWN,62.9,87.2
26440-90,"지사과학삼정그린코아",강서구,0-10,1000+,KNOWN,43.7,78.9
26230-119,"가야일산주택",부산진구,31+,<100,MISSING,46.7,24.9
26230-149,"대원아파트",부산진구,31+,unknown,MISSING,57.1,18.4
26230-5,"동원",부산진구,31+,<100,MISSING,47.3,17.1
26230-4549,"시민공원비스타동원",부산진구,0-10,300-499,KNOWN,66.6,81.5
26230-2865,"서면서한이다음",부산진구,0-10,300-499,KNOWN,53.5,82.3
26230-215,"HY원룸",부산진구,21-30,<100,MISSING,59.0,45.1
26230-2206,"범내골역한라비발디STUDIO422",부산진구,11-20,unknown,MISSING,71.4,69.4
26230-100,"태화현대2",부산진구,21-30,500-999,MISSING,54.9,60.1
26440-72,"명진파크뷰",강서구,0-10,100-299,MISSING,41.2,63.4
26440-95,"유나베네스2차",강서구,0-10,<100,MISSING,35.1,53.1
26440-61,"명지대방노블랜드오션뷰2차",강서구,0-10,500-999,KNOWN,59.0,76.0
26440-102,"부산명지중흥S-클래스에듀오션",강서구,0-10,500-999,KNOWN,61.5,79.7
26440-108,"스위트팰리스",강서구,0-10,500-999,KNOWN,53.4,80.1
26440-45,"에일린의 뜰",강서구,11-20,500-999,KNOWN,59.0,77.5
26440-77,"부산명지중흥S-클래스프라디움",강서구,0-10,1000+,KNOWN,60.5,79.4
26440-17,"퀸덤1차에디슨타운",강서구,11-20,500-999,KNOWN,52.1,72.7
26440-37,"엘크루솔마레",강서구,11-20,300-499,KNOWN,40.5,72.5
26440-33,"명지오션시티한신휴플러스",강서구,11-20,500-999,KNOWN,49.2,75.6
26440-15,"극동스타클래스",강서구,11-20,unknown,MISSING,53.3,59.0
26440-32,"명지오션시티삼정그린코아",강서구,11-20,500-999,KNOWN,53.3,73.0
26440-16,"롯데캐슬",강서구,11-20,1000+,KNOWN,52.2,75.1
26440-58,"명지대방노블랜드오션뷰1차",강서구,11-20,500-999,KNOWN,62.0,76.4
26440-14,"부산신호윌더하임",강서구,21-30,500-999,KNOWN,41.1,68.2
26440-19,"퀸덤1차아인슈타인타운",강서구,11-20,1000+,KNOWN,58.8,75.4
26440-31,"부산신호사랑으로부영2차",강서구,11-20,1000+,KNOWN,49.5,76.4
26440-120,"명지화전우방아이유쉘",강서구,0-10,1000+,KNOWN,41.3,83.5
26440-94,"유나베네스1차",강서구,0-10,unknown,MISSING,41.3,78.4
26440-128,"공항마을리베르하임주상복합",강서구,0-10,100-299,KNOWN,51.9,71.9
26440-27,"부산신호사랑으로부영1차",강서구,11-20,1000+,KNOWN,46.1,74.6
26440-112,"우창더뷰",강서구,0-10,unknown,MISSING,55.6,83.2
26110-9,"새들맨션",중구,31+,unknown,MISSING,53.0,16.0
26110-42,"흥아거북",중구,31+,100-299,MISSING,49.6,31.5
26110-32,"동아(92-0)",중구,21-30,100-299,KNOWN,40.9,45.8
26110-38,"은하아파트",중구,31+,<100,MISSING,35.6,22.6
26110-904,"미소지음주상복합",중구,11-20,<100,KNOWN,61.1,54.0
26110-65,"경우빌라",중구,31+,<100,MISSING,47.7,23.0
26110-40,"초원",중구,31+,unknown,MISSING,46.4,12.0
26110-939,"선경에이스",중구,0-10,unknown,MISSING,69.6,83.2
26110-901,"부평파크",중구,11-20,<100,MISSING,66.3,49.8
26110-947,"목연정M팰리스",중구,0-10,<100,MISSING,69.8,64.2
26110-893,"보수2차봄여름가을겨울",중구,11-20,<100,MISSING,60.3,51.7
26110-48,"그린빌",중구,21-30,<100,MISSING,53.6,38.2
26110-33,"동주파크",중구,31+,100-299,MISSING,32.6,32.3
26110-888,"미소지움아파트",중구,11-20,<100,MISSING,61.9,48.4
26110-51,"대근하버빌타운",중구,21-30,<100,MISSING,59.6,42.0
26110-943,"보수에코팰리스",중구,0-10,<100,MISSING,65.6,63.1
26110-781,"대암보수맨션",중구,31+,<100,MISSING,52.1,19.1
26110-942,"엘스퀘어",중구,0-10,<100,MISSING,53.6,57.2
26110-29,"신생",중구,31+,<100,MISSING,50.4,16.8
26110-843,"보수동한웅베어스",중구,11-20,<100,MISSING,62.3,51.6
26110-905,"부평부백자연애",중구,11-20,<100,MISSING,65.8,51.7
26110-837,"그린시티",중구,11-20,<100,MISSING,64.6,49.1
26110-24,"부평",중구,31+,<100,MISSING,53.1,26.8
26170-827,"범양레우스센트럴베이",동구,0-10,500-999,KNOWN,69.4,84.3
26170-628,"두산위브범일뉴타운",동구,11-20,300-499,KNOWN,58.1,62.4
26170-809,"오션브릿지",동구,0-10,500-999,KNOWN,67.6,79.9
26170-860,"두산위브더제니스하버시티",동구,0-10,1000+,KNOWN,64.5,90.0
26170-675,"진흥마제스타워범일",동구,11-20,300-499,KNOWN,61.0,69.3
26170-841,"부산항일동미라주더오션(1지구)",동구,0-10,300-499,KNOWN,62.7,77.4
26170-825,"e편한세상부산항",동구,0-10,500-999,KNOWN,69.0,82.7
26170-826,"협성휴포레부산진역오션뷰",동구,0-10,500-999,KNOWN,70.2,80.8
26170-813,"좌천서린엘마르더뷰",동구,0-10,100-299,KNOWN,47.5,69.2
26110-30,"금호",중구,21-30,unknown,MISSING,42.3,38.8
26110-2,"부원",중구,31+,100-299,MISSING,51.0,29.8
26170-10,"화신1",동구,31+,<100,MISSING,33.5,28.3
26170-38,"한성기린",동구,21-30,500-999,MISSING,63.5,57.9
26170-802,"센텀동원2차",동구,0-10,<100,MISSING,60.7,55.3
26170-815,"지원더뷰오션1차",동구,0-10,100-299,MISSING,53.4,67.9
26170-807,"린다스마트포레",동구,0-10,100-299,MISSING,61.5,64.0
26170-781,"오름CASTLE",동구,0-10,<100,MISSING,62.4,54.2
26170-3,"동일파크",동구,31+,<100,MISSING,40.3,24.9
26170-834,"초량베스티움센트럴베이",동구,0-10,300-499,KNOWN,66.8,79.0
26170-26,"아르미나아파트",동구,21-30,100-299,KNOWN,51.1,49.9
26170-31,"동원드림타운",동구,21-30,100-299,KNOWN,58.4,57.0
26170-8,"초량마마맨션",동구,31+,<100,MISSING,50.1,28.6
26170-21,"덕림아파트",동구,31+,<100,MISSING,47.6,27.2
26170-24,"수성아파트(440-0)",동구,31+,<100,MISSING,41.8,20.5
26170-789,"범일역이즈팰리스",동구,0-10,<100,KNOWN,58.9,57.8
26170-618,"좌천시민(741-1)",동구,31+,100-299,MISSING,45.6,30.8
26170-77,"좌천시민(737-1)",동구,31+,unknown,MISSING,43.7,8.0
26170-85,"아름빌102동",동구,21-30,<100,MISSING,48.1,36.3
26170-9,"초원",동구,31+,<100,MISSING,54.6,26.3
26170-793,"베스안하우스2차",동구,0-10,<100,MISSING,57.1,56.6
26170-801,"오션스타",동구,0-10,<100,MISSING,62.7,53.4
26170-864,"북항에코하임센트럴뷰",동구,0-10,100-299,MISSING,64.9,70.2
26170-805,"금초파크",동구,0-10,<100,MISSING,52.1,52.8
26170-824,"지원더뷰오션2차",동구,0-10,100-299,MISSING,53.3,72.7
26170-62,"영림",동구,31+,<100,MISSING,45.5,24.2
26170-629,"예그린",동구,11-20,<100,MISSING,60.2,45.2
26170-731,"봄여름가을겨울",동구,11-20,<100,MISSING,59.7,54.0
26170-46,"한사랑빌라트",동구,21-30,<100,MISSING,57.2,36.4
26170-780,"남평N-CITY",동구,0-10,<100,MISSING,46.7,55.1
26170-799,"장원하이드파크",동구,0-10,<100,MISSING,50.3,54.8
26170-33,"제일",동구,31+,<100,MISSING,48.2,16.2
26170-29,"협성파크",동구,31+,<100,MISSING,37.4,33.8
26170-69,"대근아트빌라(355-1)",동구,21-30,<100,KNOWN,49.1,37.2
26170-769,"베스안하우스",동구,11-20,<100,KNOWN,64.8,50.5
26170-67,"배룡비치텔",동구,21-30,<100,KNOWN,59.2,41.5
26200-768,"영도센트럴에일린의뜰",영도구,0-10,1000+,KNOWN,57.1,86.1
26200-597,"한일유앤아이",영도구,21-30,100-299,KNOWN,53.3,55.1
26200-41,"미주비치",영도구,21-30,300-499,KNOWN,47.5,54.5
26170-633,"수정(1186-1)",동구,31+,unknown,MISSING,38.5,8.0
26170-58,"하이츠빌리지-1",동구,21-30,unknown,MISSING,53.0,46.0
26170-631,"수정(1181-4)",동구,31+,unknown,MISSING,40.1,8.0
26170-16,"유승아트(110-41)",동구,21-30,unknown,MISSING,58.7,47.8
26170-630,"수정(1173-3)",동구,31+,unknown,MISSING,41.9,8.0
26170-52,"대근아트빌라(106-11)",동구,21-30,unknown,MISSING,59.6,49.6
26170-857,"범일퀸즈W에디션",동구,0-10,<100,MISSING,65.3,64.3
26170-710,"한울시너스",동구,11-20,<100,MISSING,67.5,52.5
26200-96,"진명드림빌",영도구,21-30,<100,MISSING,46.7,37.2
26170-752,"센텀타워",동구,11-20,<100,MISSING,62.1,50.1
26170-808,"범일동서면영동리원",동구,0-10,<100,MISSING,55.8,61.3
26200-772,"부산오션시티푸르지오",영도구,0-10,500-999,KNOWN,38.8,86.6
26200-16,"반도보라",영도구,21-30,500-999,KNOWN,44.9,64.0
26200-49,"한라비치",영도구,31+,100-299,MISSING,43.5,49.2
26200-601,"신영도롯데낙천대",영도구,21-30,500-999,KNOWN,43.1,62.6
26200-126,"원우엔리치빌",영도구,21-30,300-499,KNOWN,39.8,62.5
26200-1220,"오션라이프에일린의뜰1단지",영도구,0-10,500-999,KNOWN,53.8,83.7
26200-53,"경전",영도구,31+,100-299,MISSING,43.4,45.0
26200-1221,"오션라이프에일린의뜰2단지",영도구,0-10,500-999,KNOWN,49.7,81.5
26200-54,"국제마마뉴비치타운",영도구,31+,500-999,MISSING,50.1,55.7
26200-47,"청운",영도구,31+,<100,MISSING,31.4,25.4
26200-17,"영도대원",영도구,31+,300-499,KNOWN,51.7,44.8
26200-80,"함지그린",영도구,31+,1000+,MISSING,40.6,59.6
26200-622,"영도신도브래뉴",영도구,11-20,500-999,KNOWN,48.7,67.9
26200-76,"조양비취맨션",영도구,31+,500-999,MISSING,43.9,48.7
26200-8,"남항화랑맨션",영도구,31+,<100,MISSING,41.3,27.2
26200-734,"롯데캐슬블루오션",영도구,0-10,300-499,KNOWN,50.6,72.6
26200-112,"동삼그린힐",영도구,31+,1000+,MISSING,46.0,61.4
26200-595,"절영아파트(215동-217동)",영도구,31+,500-999,MISSING,50.3,56.5
26200-60,"벽산비치",영도구,31+,300-499,KNOWN,53.6,56.0
26200-698,"영도일동미라주브라이튼(2단지)",영도구,11-20,<100,KNOWN,45.2,54.6
26200-116,"동부산아이존빌",영도구,21-30,300-499,KNOWN,57.8,62.0
26200-774,"청학우성스마트시티뷰",영도구,0-10,100-299,KNOWN,46.4,74.5
26200-721,"남항부백자연애",영도구,0-10,100-299,MISSING,55.5,66.6
26200-26,"미광마린타워",영도구,31+,unknown,MISSING,50.7,29.8
26200-75,"절영아파트(208동-214동)",영도구,31+,500-999,MISSING,44.8,58.6
26200-71,"에덴금호",영도구,31+,100-299,MISSING,34.7,49.5
26200-6,"영도화랑",영도구,31+,<100,MISSING,39.2,27.6
26200-79,"태종파크맨션(227-233)",영도구,31+,100-299,MISSING,45.0,33.8
26200-59,"반도보라비치타운",영도구,31+,300-499,MISSING,36.8,49.7
26200-39,"대룡파크맨션",영도구,31+,<100,MISSING,41.6,36.8
26200-34,"영도유림",영도구,21-30,300-499,KNOWN,41.0,46.6
26200-699,"영도일동미라주브라이튼(1단지)",영도구,11-20,100-299,KNOWN,47.3,65.1
26200-5,"남항무궁화맨션",영도구,31+,<100,MISSING,40.1,26.8
26200-22,"영광그린",영도구,31+,100-299,MISSING,39.8,44.4
26200-25,"대교타운",영도구,21-30,unknown,MISSING,51.3,47.8
26200-24,"영광골든타워",영도구,21-30,100-299,KNOWN,50.8,43.2
26200-58,"동삼절영3",영도구,21-30,300-499,MISSING,51.1,53.6
26200-737,"영도경동리인",영도구,0-10,100-299,KNOWN,38.4,63.1
26200-117,"동삼동한진로즈힐",영도구,21-30,100-299,KNOWN,52.4,54.7
26200-46,"일신마리나",영도구,31+,300-499,MISSING,43.1,50.6
26200-596,"유림노르웨이숲비치",영도구,21-30,100-299,KNOWN,35.1,51.9
26200-65,"삼창파크타운3차",영도구,31+,100-299,MISSING,48.8,39.4
26200-78,"태림",영도구,31+,100-299,MISSING,49.0,30.4
26200-707,"오션블루",영도구,11-20,unknown,MISSING,56.0,73.8
26200-101,"동진",영도구,31+,unknown,MISSING,43.7,10.9
26200-739,"정림위더스하임",영도구,0-10,<100,MISSING,54.5,60.0
26200-760,"힐링파크",영도구,0-10,<100,MISSING,54.1,60.5
26200-750,"대성베른시티1동",영도구,0-10,<100,MISSING,44.2,55.3
26200-73,"유나맨션",영도구,31+,<100,MISSING,40.0,25.3
26200-55,"도시",영도구,31+,100-299,MISSING,40.9,37.0
26200-67,"삼창파크타운5동6동",영도구,31+,100-299,MISSING,47.5,40.2
26200-1,"대동대교맨션",영도구,31+,300-499,MISSING,47.2,43.8
26200-66,"삼창파크타운1동2동",영도구,31+,100-299,KNOWN,47.8,34.5
26200-62,"동삼동삼창그린타운(679-1)",영도구,21-30,100-299,MISSING,34.2,45.3
26200-68,"삼한경희",영도구,31+,<100,MISSING,38.9,25.1
26200-50,"화신",영도구,31+,100-299,MISSING,39.8,38.5
26200-21,"신선",영도구,31+,100-299,MISSING,37.8,33.5
26200-87,"혜광드림팰리스",영도구,21-30,unknown,MISSING,55.5,49.6
26200-671,"플러스원",영도구,11-20,unknown,MISSING,43.8,69.4
26200-30,"오양대교맨션",영도구,31+,<100,MISSING,53.4,33.7
26200-598,"천지해오름",영도구,21-30,<100,MISSING,38.8,44.3
26200-675,"뉴스카이",영도구,11-20,<100,MISSING,54.3,48.7
26200-89,"혜광마린팰리스",영도구,21-30,<100,MISSING,36.4,42.1
26200-753,"더킹페로스아파트",영도구,0-10,<100,MISSING,58.3,63.1
26200-731,"아이블리스",영도구,0-10,<100,MISSING,56.4,57.1
26200-642,"청성",영도구,11-20,<100,MISSING,51.3,42.6
26200-706,"성우펠리체리움",영도구,11-20,<100,MISSING,66.4,58.4
26200-51,"보성아트빌",영도구,21-30,<100,MISSING,38.1,34.3
26200-114,"하나빌",영도구,21-30,100-299,MISSING,46.2,50.0
26200-680,"대교마루빌",영도구,11-20,<100,MISSING,52.5,45.4
26200-104,"한진중공업사원",영도구,21-30,<100,MISSING,43.2,39.6
26200-103,"수근에이스타운",영도구,21-30,100-299,MISSING,54.4,49.6
26200-12,"영선무궁화맨션",영도구,31+,unknown,MISSING,43.9,16.8
26530-59,"럭키주례2",사상구,31+,100-299,MISSING,53.6,35.5
26200-72,"우일화랑",영도구,31+,<100,MISSING,32.4,34.4
26200-29,"봉래",영도구,31+,100-299,MISSING,46.1,26.5
26200-86,"신흥동백1차",영도구,31+,<100,MISSING,42.9,28.0
26200-127,"대동",영도구,31+,<100,MISSING,39.5,25.3
26200-69,"신흥동백맨션8",영도구,31+,<100,MISSING,46.2,31.5
26200-43,"영광마린타워",영도구,31+,100-299,MISSING,38.8,39.9
26200-688,"유진캐슬",영도구,11-20,<100,KNOWN,39.0,48.2
26200-63,"삼창파크맨션1동",영도구,31+,<100,MISSING,43.3,25.3
26530-983,"레스틴뷰(restynv)",사상구,0-10,unknown,MISSING,66.8,76.0
26530-16,"덕포청구",사상구,21-30,300-499,KNOWN,41.6,59.2
26530-76,"주례청구",사상구,21-30,500-999,KNOWN,58.2,63.9
26530-65,"엘지신주례1",사상구,21-30,500-999,KNOWN,60.7,59.2
26200-90,"남항동썬플라자",영도구,21-30,unknown,MISSING,53.1,49.6
26200-45,"원우",영도구,21-30,unknown,MISSING,41.4,46.0
26200-594,"태림맨션(94-0)",영도구,31+,unknown,MISSING,36.8,13.6
26200-70,"신흥동백2",영도구,31+,unknown,MISSING,36.1,19.2
26200-83,"한나라빌6동7동",영도구,21-30,unknown,MISSING,32.4,47.8
26200-783,"오션라이프에일린의뜰2단지",영도구,0-10,unknown,MISSING,55.4,92.0
26200-782,"더퍼스트아파트",영도구,0-10,unknown,MISSING,61.6,92.0
26200-115,"페로스빌",영도구,21-30,<100,MISSING,36.5,37.4
26200-106,"청학스카이파크",영도구,21-30,<100,MISSING,36.7,36.4
26530-819,"덕포동벽산블루밍",사상구,11-20,300-499,KNOWN,60.0,60.4
26530-51,"엄궁2차한신",사상구,21-30,1000+,KNOWN,43.4,62.4
26530-22,"자유",사상구,31+,100-299,MISSING,51.1,35.5
26530-1043,"사상구남역동원로얄듀크",사상구,0-10,300-499,KNOWN,52.5,78.1
26530-89,"반도보라타운",사상구,31+,unknown,MISSING,35.7,33.4
26530-1142,"사상중흥에스-클래스그랜드센트럴",사상구,0-10,1000+,KNOWN,73.4,86.7
26530-60,"반도보라",사상구,21-30,1000+,MISSING,60.7,62.1
26530-1137,"주례롯데캐슬골드스마트",사상구,0-10,500-999,KNOWN,66.2,85.7
26530-29,"부원맨션",사상구,31+,<100,MISSING,48.8,22.5
26530-26,"모라벽산",사상구,21-30,500-999,KNOWN,49.7,62.6
26530-809,"쌍용스윗닷홈",사상구,21-30,500-999,KNOWN,50.2,64.3
26530-18,"벽산신익타운",사상구,31+,300-499,KNOWN,52.7,46.9
26530-49,"엄궁대림",사상구,21-30,500-999,KNOWN,48.0,60.6
26530-35,"주공4",사상구,31+,1000+,KNOWN,41.0,53.4
26530-56,"대성",사상구,31+,<100,MISSING,56.5,27.3
26530-903,"덕포경동메르빌",사상구,11-20,500-999,KNOWN,53.9,71.6
26530-62,"본동맨션",사상구,31+,<100,MISSING,43.1,19.1
26530-994,"주례경동리인",사상구,0-10,500-999,KNOWN,56.3,79.4
